age,attrition,business_travel,daily_rate,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,salary,remote_work
41,No,Unknown,290.03550973654063,9,4,life sciences,769,3,M,3,1, laboratory technician ,1,divorced,2342.59,6090.75,1,no,20,4.0,2,Part Time,2,5.0,2,3.0,5,0,4,28111.13,Y
44,Yes,Unknown,290.03550973654063,1,2,Unknown,770,3,M,3,1, research scientist ,2,Unknown,2342.59,6090.75,1,yes,12,3.0,3,Part Time,3,Unknown,2,2.0,5,2,3,28111.13,Y
28,No,travel_rarely,290.03550973654063,1,3,Unknown,771,3,M,3,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,Part Time,1,5.0,6,4.0,5,0,3,28111.13,Y
39,No,Unknown,1032.4872861766066,10,1,medical,772,3,M,3,3, research director ,3,single,8339.32,21682.23,7,Unknown,21,4.0,3,Part Time,0,Unknown,3,3.0,4,2,2,100071.84,Y
40,No,Unknown,348.42063492063494,2,2,life sciences,773,3,F,3,1, laboratory technician ,1,married,2814.17,7316.83,4,Unknown,17,3.0,4,Full Time,1,7.0,5,2.0,4,0,2,33770.0,Y
37,Yes,travel_rarely,434.67460317460313,10,4,Unknown,774,4,M,3,2, manufacturing director ,1,single,3510.83,9128.17,1,Unknown,15,3.0,2,Part Time,0,10.0,4,Unknown,10,0,8,42130.0,Y
40,No,Unknown,671.9761904761905,1,3,Unknown,775,3,F,3,2, healthcare representative ,4,Unknown,5427.5,14111.5,4,Unknown,17,3.0,4,Full Time,1,12.0,3,3.0,5,0,3,65130.0,Y
26,No,travel_rarely,556.2566609977324,10,3,Unknown,776,3,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,1,no,13,3.0,1,Unknown,0,Unknown,4,3.0,5,1,2,53914.08,N
42,No,Unknown,290.03550973654063,10,4,technical degree,777,3,M,3,1, research scientist ,3,married,2342.59,6090.75,3,no,22,4.0,2,Part Time,2,10.0,1,2.0,6,3,3,28111.13,N
34,No,travel_rarely,1032.4872861766066,4,3,Unknown,778,3,M,3,3, sales executive ,4,married,8339.32,21682.23,2,yes,13,3.0,4,Part Time,3,9.0,3,3.0,5,1,0,100071.84,Y
37,No,travel_rarely,442.0,7,4,medical,779,4,M,3,2, research scientist ,1,Unknown,3570.0,9282.0,5,Unknown,22,4.0,3,Part Time,1,16.0,2,3.0,5,0,4,42840.0,Y
27,No,Unknown,229.66666666666663,2,4,technical degree,780,2,M,3,1, research scientist ,2,Unknown,1855.0,4823.0,1,no,11,3.0,3,Part Time,1,6.0,3,2.0,5,1,2,22260.0,N
35,No,travel_rarely,573.7539682539682,18,4,Unknown,781,2,M,3,2, sales executive ,1,Unknown,4634.17,12048.83,0,Unknown,16,3.0,4,Full Time,1,Unknown,2,1.0,5,0,4,55610.0,Y
28,No,non_travel,221.2063492063492,16,3,medical,782,3,M,3,1, research scientist ,3,single,1786.67,4645.33,1,no,14,3.0,3,Unknown,0,5.0,3,2.0,5,1,4,21440.04,Y
29,No,Unknown,554.3571428571429,1,3,life sciences,783,1,M,3,2, healthcare representative ,1,married,4477.5,11641.5,0,no,12,3.0,1,Part Time,1,6.0,5,2.0,5,0,2,53730.0,N
54,No,Unknown,298.8968253968254,9,2,Unknown,784,1,F,3,2, research scientist ,3,married,2414.17,6276.83,3,no,11,3.0,3,Part Time,2,9.0,6,2.0,4,2,3,28970.0,N
24,No,travel_rarely,556.2566609977324,41,2,life sciences,785,41,M,2,2, healthcare representative ,3,single,4492.84,11681.39,1,no,12,3.0,2,Unknown,0,4.0,2,2.0,4,1,2,53914.08,Y
38,No,travel_frequently,548.9920634920635,6,4,Unknown,786,1,M,2,2, manufacturing director ,3,married,4434.17,11528.83,2,no,11,3.0,4,Unknown,1,10.0,1,3.0,8,7,7,53210.04,N
42,No,Unknown,558.1746031746031,18,4,Unknown,787,4,M,3,2, research scientist ,1,Unknown,4508.33,11721.67,6,Unknown,17,3.0,3,Full Time,1,9.0,3,2.0,4,1,2,54100.0,Y
41,No,Unknown,287.031746031746,1,3,life sciences,788,4,M,3,1, research scientist ,4,Unknown,2318.33,6027.67,3,no,22,3.0,1,Part Time,1,Unknown,3,3.0,5,1,0,27820.0,Y
25,No,travel_rarely,556.2566609977324,8,2,Unknown,789,1,F,3,2, sales executive ,3,Unknown,4492.84,11681.39,0,yes,22,4.0,2,Part Time,1,6.0,3,2.0,5,0,4,53914.11,Y
44,No,Unknown,290.03550973654063,1,3,medical,790,2,M,3,1, research scientist ,4,single,2342.59,6090.75,6,yes,12,3.0,3,Part Time,0,6.0,2,3.0,4,1,2,28111.13,Y
50,Yes,Unknown,556.2566609977324,1,4,Unknown,791,2,M,3,2, sales executive ,3,Unknown,4492.84,11681.39,7,no,12,3.0,4,Part Time,2,12.0,3,Unknown,6,0,1,53914.11,Y
36,No,Unknown,556.2566609977324,11,4,marketing,792,2,F,2,2, sales executive ,4,married,4492.84,11681.39,4,no,13,3.0,1,Part Time,1,8.0,2,2.0,6,0,0,53914.11,N
45,No,Unknown,500.3968253968254,20,3,Unknown,793,4,F,3,2, sales executive ,3,Unknown,4041.67,10508.33,8,no,15,3.0,3,Part Time,0,Unknown,3,3.0,5,0,1,48500.0,Y
40,No,Unknown,206.4523809523809,2,4,Unknown,794,3,F,3,1, research scientist ,3,married,1667.5,4335.5,2,Unknown,14,3.0,2,Unknown,3,20.0,2,3.0,5,0,2,20010.0,Y
35,No,travel_rarely,290.03550973654063,1,4,Unknown,795,3,F,1,1, research scientist ,4,married,2342.59,6090.75,1,no,12,3.0,4,Part Time,1,4.0,5,3.0,4,1,1,28111.13,Y
29,No,travel_rarely,556.2566609977324,13,2,other,796,4,M,2,2, laboratory technician ,2,Unknown,4492.84,11681.39,4,Unknown,13,3.0,1,Part Time,1,10.0,2,3.0,4,0,3,53914.11,N
34,No,Unknown,454.3809523809524,8,3,Unknown,797,2,M,4,2, laboratory technician ,3,Unknown,3670.0,9542.0,2,no,12,3.0,1,Unknown,0,Unknown,3,4.0,4,1,2,44040.0,Y
27,No,travel_rarely,290.03550973654063,2,1,Unknown,798,1,M,3,1, laboratory technician ,2,married,2342.59,6090.75,9,no,12,3.0,4,Part Time,1,6.0,3,3.0,2,2,2,28111.13,N
31,No,Unknown,290.03550973654063,26,1,Unknown,799,1,M,3,1, research scientist ,3,divorced,2342.59,6090.75,1,Unknown,17,3.0,4,Part Time,1,5.0,1,2.0,5,4,3,28111.13,Y
34,No,travel_rarely,290.03550973654063,38,2,Unknown,800,2,M,3,1, laboratory technician ,4,divorced,2342.59,6090.75,0,Unknown,11,3.0,3,Unknown,1,3.0,2,3.0,2,1,2,28111.08,Y
28,Yes,travel_rarely,290.03550973654063,24,3,life sciences,801,3,M,2,1, laboratory technician ,3,single,2342.59,6090.75,5,yes,14,3.0,2,Part Time,0,6.0,4,3.0,4,0,3,28111.13,Y
32,No,travel_rarely,290.03550973654063,5,2,Unknown,802,1,M,4,1, research scientist ,2,divorced,2342.59,6090.75,0,yes,12,3.0,4,Part Time,2,7.0,5,2.0,6,0,5,28111.13,Y
38,No,Unknown,406.9206349206349,2,3,life sciences,803,4,M,3,1, research scientist ,4,single,3286.67,8545.33,5,yes,11,3.0,3,Full Time,0,6.0,3,3.0,3,1,2,39440.0,Y
24,No,Unknown,556.2566609977324,11,2,Unknown,804,1,F,4,2, manufacturing director ,3,Unknown,4492.84,11681.39,0,no,18,3.0,4,Part Time,1,5.0,5,2.0,4,1,3,53914.11,Y
34,Yes,Unknown,305.3968253968254,6,1,Unknown,805,2,M,3,1, research scientist ,1,single,2466.67,6413.33,2,no,11,3.0,3,Full Time,0,Unknown,2,3.0,4,1,3,29600.0,Y
32,Yes,travel_frequently,290.03550973654063,16,1,Unknown,806,2,F,1,1, research scientist ,1,Unknown,2342.59,6090.75,1,Unknown,22,3.0,2,Part Time,0,Unknown,5,3.0,10,6,7,28111.13,N
46,No,travel_rarely,1954.8492063492065,2,4,marketing,807,2,F,3,5, manager ,1,single,15789.17,41051.83,3,Unknown,12,3.0,4,Full Time,0,22.0,2,2.0,2,2,1,189470.0,N
44,No,Unknown,667.0238095238095,10,4,other,808,4,M,3,2, healthcare representative ,4,married,5387.5,14007.5,2,Unknown,13,3.0,4,Full Time,0,Unknown,5,4.0,4,1,3,64650.0,N
50,Yes,travel_rarely,276.8174603174603,3,2,Unknown,809,1,M,2,1, sales representative ,3,married,2235.83,5813.17,1,Unknown,14,3.0,3,Part Time,0,3.0,2,3.0,3,0,2,26830.0,Y
35,No,Unknown,207.7936507936508,2,3,marketing,810,4,F,3,1, sales representative ,4,married,1678.33,4363.67,1,no,13,3.0,1,Part Time,0,2.0,3,3.0,2,2,2,20140.0,Y
28,Yes,Unknown,355.0238095238095,5,4,Unknown,811,3,M,3,1, laboratory technician ,3,single,2867.5,7455.5,1,yes,13,3.0,3,Unknown,0,2.0,3,2.0,2,2,2,34410.0,Y
26,No,Unknown,556.2566609977324,22,3,Unknown,812,22,F,2,2, sales executive ,4,married,4492.84,11681.39,7,yes,19,3.0,3,Part Time,1,5.0,2,2.0,2,0,0,53914.11,N
35,No,travel_rarely,290.03550973654063,31,4,Unknown,813,3,F,3,1, laboratory technician ,1,Unknown,2342.59,6090.75,3,yes,15,3.0,3,Part Time,1,4.0,3,3.0,2,2,2,28111.13,N
35,No,Unknown,290.03550973654063,31,3,medical,814,2,M,3,1, research scientist ,1,married,2342.59,6090.75,4,no,13,3.0,4,Unknown,1,5.0,2,2.0,3,1,2,28111.08,Y
37,No,travel_rarely,1409.7777777777776,20,4,medical,815,1,M,3,3, research director ,3,Unknown,11386.67,29605.33,4,Unknown,13,3.0,1,Full Time,0,Unknown,3,4.0,5,0,2,136640.0,Y
46,No,travel_rarely,518.0396825396825,38,2,medical,816,38,M,3,2, human resources ,2,divorced,4184.17,10878.83,8,yes,22,4.0,4,Part Time,1,Unknown,2,3.0,4,0,2,50210.0,Y
34,No,travel_rarely,556.2566609977324,1,2,medical,817,1,M,3,2, manufacturing director ,2,married,4492.84,11681.39,1,no,15,3.0,3,Part Time,0,Unknown,2,3.0,5,1,3,53914.11,Y
51,No,travel_rarely,290.03550973654063,9,4,Unknown,818,4,M,3,1, laboratory technician ,4,Unknown,2342.59,6090.75,3,Unknown,23,4.0,2,Part Time,2,10.0,4,3.0,4,0,3,28111.13,Y
24,No,travel_rarely,556.2566609977324,3,2,other,819,1,F,3,2, sales executive ,3,married,4492.84,11681.39,0,no,21,4.0,1,Part Time,1,4.0,2,2.0,3,0,2,53914.11,Y
44,No,Unknown,556.2566609977324,23,3,Unknown,820,2,M,3,2, laboratory technician ,2,married,4492.84,11681.39,4,Unknown,12,3.0,3,Part Time,1,Unknown,3,4.0,3,1,2,53914.11,Y
37,Yes,travel_rarely,290.03550973654063,6,4,human resources,821,3,M,3,1, human resources ,1,divorced,2342.59,6090.75,4,Unknown,22,4.0,4,Unknown,0,Unknown,3,3.0,3,0,2,28111.13,Y
59,No,non_travel,1944.2222222222224,2,4,human resources,822,3,F,2,5, manager ,4,Unknown,15703.33,40828.67,9,no,21,4.0,4,Full Time,1,Unknown,3,3.0,3,2,2,188440.0,N
25,No,Unknown,290.03550973654063,7,1,Unknown,823,4,M,2,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,Part Time,2,Unknown,2,Unknown,2,2,1,28111.13,Y
43,No,Unknown,488.9444444444444,26,3,medical,824,2,F,4,1, research scientist ,3,single,3949.17,10267.83,4,Unknown,12,3.0,4,Unknown,0,Unknown,2,3.0,3,1,2,47390.04,Y
50,No,travel_frequently,1032.4872861766066,12,3,Unknown,825,3,F,3,3, sales executive ,4,single,8339.32,21682.23,4,no,11,3.0,4,Part Time,0,16.0,3,Unknown,2,2,1,100071.84,N
31,Yes,travel_rarely,556.2566609977324,20,3,Unknown,826,2,F,1,2, sales executive ,3,Unknown,4492.84,11681.39,3,yes,11,3.0,3,Part Time,1,4.0,2,3.0,2,2,2,53914.11,Y
36,No,Unknown,556.2566609977324,6,2,medical,827,2,M,3,2, manufacturing director ,2,divorced,4492.84,11681.39,6,no,20,4.0,4,Part Time,2,7.0,0,3.0,3,0,1,53914.11,N
51,Yes,travel_frequently,1098.809523809524,16,4,Unknown,828,1,M,1,3, manufacturing director ,4,Unknown,8875.0,23075.0,2,Unknown,15,3.0,4,Full Time,0,18.0,2,3.0,4,0,3,106500.0,N
25,No,Unknown,556.2566609977324,28,3,life sciences,829,1,M,2,2, sales executive ,3,Unknown,4492.84,11681.39,2,Unknown,18,3.0,4,Part Time,0,Unknown,3,3.0,2,2,2,53914.11,N
38,No,travel_rarely,445.4047619047618,3,5,technical degree,830,4,F,3,2, research scientist ,3,Unknown,3597.5,9353.5,3,yes,20,4.0,2,Unknown,0,19.0,2,Unknown,3,2,2,43170.0,N
30,No,travel_rarely,290.03550973654063,5,3,technical degree,831,4,F,3,1, research scientist ,1,divorced,2342.59,6090.75,5,no,14,3.0,4,Part Time,1,8.0,3,3.0,3,2,2,28111.13,Y
22,No,Unknown,290.03550973654063,36,1,medical,832,36,M,3,1, research scientist ,4,married,2342.59,6090.75,1,no,24,4.0,1,Unknown,2,2.0,6,3.0,2,2,2,28111.08,Y
27,No,non_travel,208.82539682539684,9,3,medical,833,4,M,3,1, research scientist ,2,Unknown,1686.67,4385.33,6,Unknown,18,3.0,4,Part Time,1,Unknown,1,1.0,2,2,2,20240.0,Y
28,No,Unknown,290.03550973654063,21,3,medical,834,3,M,3,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,Part Time,1,5.0,2,1.0,5,0,2,28111.13,Y
27,No,Unknown,315.5079365079365,17,3,Unknown,835,3,M,3,1, research scientist ,2,Unknown,2548.33,6625.67,0,Unknown,16,3.0,4,Full Time,1,6.0,3,2.0,5,1,1,30580.0,Y
56,No,travel_rarely,290.03550973654063,8,3,life sciences,836,3,F,3,1, research scientist ,1,divorced,2342.59,6090.75,4,Unknown,18,3.0,3,Part Time,1,Unknown,3,Unknown,2,2,2,28111.13,Y
38,No,travel_rarely,290.03550973654063,9,2,Unknown,837,3,F,3,1, laboratory technician ,4,single,2342.59,6090.75,1,Unknown,12,3.0,3,Part Time,0,Unknown,3,Unknown,2,2,1,28111.13,Y
31,No,travel_rarely,405.3730158730159,12,1,medical,838,3,F,3,1, research scientist ,4,Unknown,3274.17,8512.83,8,Unknown,23,4.0,3,Full Time,1,7.0,0,3.0,4,0,2,39290.0,Y
34,No,travel_rarely,290.03550973654063,27,2,medical,839,4,F,3,1, research scientist ,2,Unknown,2342.59,6090.75,2,no,15,3.0,4,Unknown,0,9.0,3,3.0,3,1,2,28111.08,Y
50,No,Unknown,290.03550973654063,1,3,Unknown,840,3,M,2,1, laboratory technician ,3,Unknown,2342.59,6090.75,2,Unknown,15,3.0,4,Part Time,1,Unknown,2,2.0,3,0,2,28111.13,N
53,No,Unknown,556.2566609977324,13,2,Unknown,841,4,F,4,2, manufacturing director ,1,divorced,4492.84,11681.39,1,no,11,3.0,3,Unknown,2,5.0,3,3.0,4,1,3,53914.08,N
35,No,travel_frequently,456.5476190476191,24,3,medical,842,2,F,3,2, laboratory technician ,2,single,3687.5,9587.5,5,Unknown,11,3.0,4,Part Time,0,Unknown,5,3.0,6,1,2,44250.0,Y
27,No,travel_frequently,556.2566609977324,1,1,Unknown,843,3,M,2,2, manufacturing director ,1,married,4492.84,11681.39,5,Unknown,19,3.0,3,Part Time,1,Unknown,1,3.0,2,2,0,53914.11,N
40,No,Unknown,556.2566609977324,38,2,Unknown,844,3,M,3,2, laboratory technician ,4,married,4492.84,11681.39,8,Unknown,15,3.0,3,Part Time,1,Unknown,2,4.0,7,3,7,53914.11,Y
22,No,Unknown,240.1904761904762,22,3,life sciences,845,22,M,4,1, research scientist ,2,Unknown,1940.0,5044.0,1,Unknown,16,3.0,1,Part Time,1,4.0,2,2.0,4,2,2,23280.0,N
40,No,Unknown,556.2566609977324,10,5,life sciences,846,4,M,2,2, healthcare representative ,4,Unknown,4492.84,11681.39,9,no,14,3.0,4,Part Time,1,5.0,5,1.0,3,0,2,53914.11,Y
46,No,Unknown,1032.4872861766066,1,4,Unknown,847,4,M,3,3, healthcare representative ,1,Unknown,8339.32,21682.23,7,no,16,3.0,3,Unknown,1,17.0,3,3.0,4,0,3,100071.84,Y
30,Yes,Unknown,274.13492063492066,3,3,technical degree,848,4,F,3,1, research scientist ,1,Unknown,2214.17,5756.83,5,yes,11,3.0,3,Unknown,0,8.0,5,3.0,5,0,4,26570.04,Y
29,Yes,Unknown,290.03550973654063,1,3,Unknown,849,3,M,3,1, research scientist ,3,single,2342.59,6090.75,0,Unknown,14,3.0,4,Part Time,0,Unknown,1,2.0,6,1,5,28111.13,N
54,No,Unknown,612.8571428571429,3,3,Unknown,850,4,F,3,2, sales executive ,1,married,4950.0,12870.0,2,Unknown,14,3.0,4,Full Time,1,16.0,4,3.0,6,0,5,59400.0,N
33,No,travel_rarely,270.5238095238095,4,4,Unknown,851,3,F,2,1, research scientist ,2,married,2185.0,5681.0,6,Unknown,21,4.0,4,Part Time,0,Unknown,3,3.0,3,1,1,26220.0,Y
52,No,travel_rarely,331.3968253968254,2,3,Unknown,852,3,F,2,1, laboratory technician ,4,single,2676.67,6959.33,7,Unknown,15,3.0,2,Full Time,0,Unknown,3,2.0,2,2,2,32120.0,Y
59,No,travel_rarely,290.03550973654063,6,2,medical,853,2,M,3,1, human resources ,3,married,2342.59,6090.75,8,Unknown,17,3.0,4,Part Time,0,Unknown,2,2.0,2,2,2,28111.13,N
32,Yes,Unknown,290.03550973654063,1,3,Unknown,854,4,M,2,1, laboratory technician ,3,single,2342.59,6090.75,0,Unknown,14,3.0,4,Unknown,0,4.0,2,1.0,3,1,2,28111.08,Y
39,No,Unknown,290.03550973654063,24,4,medical,855,24,F,3,1, laboratory technician ,3,divorced,2342.59,6090.75,7,no,14,3.0,3,Part Time,3,7.0,1,3.0,3,1,2,28111.13,N
32,No,non_travel,556.2566609977324,26,4,marketing,856,3,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,0,no,18,3.0,1,Part Time,0,4.0,2,3.0,3,2,2,53914.11,Y
31,No,Unknown,1032.4872861766066,3,4,medical,857,2,M,3,3, research director ,3,divorced,8339.32,21682.23,9,no,12,3.0,1,Part Time,1,Unknown,3,3.0,2,2,2,100071.84,Y
33,No,travel_rarely,300.3412698412698,5,4,life sciences,858,3,F,2,1, research scientist ,4,married,2425.83,6307.17,1,Unknown,13,3.0,3,Full Time,1,2.0,2,2.0,2,0,2,29110.0,Y
45,No,Unknown,556.2566609977324,23,4,life sciences,859,1,M,4,2, manufacturing director ,3,Unknown,4492.84,11681.39,4,Unknown,17,3.0,4,Unknown,1,9.0,1,3.0,3,0,2,53914.08,Y
42,No,Unknown,556.2566609977324,17,2,Unknown,860,4,F,4,2, research scientist ,1,single,4492.84,11681.39,3,yes,13,3.0,3,Part Time,0,Unknown,1,3.0,3,0,2,53914.11,Y
29,No,Unknown,715.1031746031746,19,2,marketing,861,4,M,3,2, sales executive ,4,divorced,5775.83,15017.17,2,no,14,3.0,4,Full Time,1,Unknown,2,3.0,3,0,2,69310.0,N
25,No,travel_rarely,556.2566609977324,1,3,Unknown,862,1,F,3,2, manufacturing director ,3,married,4492.84,11681.39,0,no,12,3.0,4,Unknown,2,5.0,3,3.0,4,1,2,53914.11,N
32,No,Unknown,224.5079365079365,2,1,Unknown,863,4,M,2,2, laboratory technician ,1,Unknown,1813.33,4714.67,4,no,13,3.0,4,Part Time,0,9.0,5,3.0,6,0,4,21760.0,N
28,No,travel_rarely,290.03550973654063,9,3,Unknown,864,4,M,3,1, research scientist ,4,married,2342.59,6090.75,1,no,23,4.0,4,Unknown,1,Unknown,3,Unknown,5,0,4,28111.13,Y
21,No,travel_rarely,333.25396825396825,3,2,Unknown,865,4,M,2,1, research scientist ,3,single,2691.67,6998.33,1,no,17,3.0,1,Full Time,0,Unknown,4,4.0,3,1,0,32300.0,N
37,No,non_travel,1032.4872861766066,1,4,medical,866,1,F,3,3, research director ,4,divorced,8339.32,21682.23,2,yes,18,3.0,1,Part Time,2,Unknown,2,3.0,5,0,2,100071.84,N
38,No,travel_rarely,556.2566609977324,23,4,life sciences,867,4,M,3,2, healthcare representative ,4,Unknown,4492.84,11681.39,9,Unknown,14,3.0,2,Part Time,1,Unknown,2,3.0,2,1,2,53914.11,N
26,Yes,travel_rarely,290.03550973654063,16,4,medical,868,1,M,3,1, laboratory technician ,2,divorced,2342.59,6090.75,2,yes,13,3.0,4,Part Time,1,Unknown,2,3.0,3,0,2,28111.13,N
49,No,Unknown,1925.753968253968,10,4,life sciences,869,3,F,3,5, research director ,1,single,15554.17,40440.83,9,yes,11,3.0,4,Full Time,0,Unknown,4,3.0,3,1,2,186650.0,Y
31,No,travel_frequently,287.75396825396825,5,3,Unknown,870,4,F,3,1, sales representative ,2,divorced,2324.17,6042.83,1,Unknown,11,3.0,3,Part Time,1,2.0,5,2.0,2,2,2,27890.0,Y
37,No,travel_frequently,290.03550973654063,9,3,medical,871,2,M,3,1, research scientist ,4,married,2342.59,6090.75,1,Unknown,12,3.0,3,Part Time,3,Unknown,3,2.0,4,1,2,28111.13,N
31,No,travel_rarely,290.03550973654063,11,4,Unknown,872,11,M,3,1, research scientist ,4,married,2342.59,6090.75,0,Unknown,12,3.0,3,Part Time,1,Unknown,4,3.0,5,0,3,28111.13,Y
31,No,travel_rarely,661.3492063492064,2,3,human resources,873,1,M,2,2, human resources ,1,Unknown,5341.67,13888.33,3,no,12,3.0,4,Full Time,0,Unknown,1,3.0,2,1,0,64100.0,N
31,No,Unknown,290.03550973654063,2,4,Unknown,874,3,M,3,1, research scientist ,4,Unknown,2342.59,6090.75,0,Unknown,18,3.0,2,Part Time,1,3.0,2,1.0,2,2,2,28111.13,Y
52,Yes,Unknown,509.78571428571433,17,4,medical,875,17,M,2,2, research scientist ,2,Unknown,4117.5,10705.5,2,no,15,3.0,1,Part Time,0,11.0,3,2.0,8,7,7,49410.0,N
28,Yes,Unknown,290.03550973654063,2,4,medical,876,1,M,1,1, research scientist ,4,married,2342.59,6090.75,5,yes,13,3.0,4,Unknown,0,Unknown,4,2.0,3,2,2,28111.08,Y
47,No,travel_rarely,1973.9841269841268,5,5,Unknown,877,4,M,3,5, research director ,3,married,15943.72,41453.67,4,Unknown,11,3.0,2,Full Time,1,21.0,2,3.0,3,1,1,191324.62,N
29,No,Unknown,410.9444444444444,9,5,other,878,2,M,2,1, laboratory technician ,4,Unknown,3319.17,8629.83,0,no,17,3.0,3,Full Time,0,4.0,2,Unknown,3,2,2,39830.0,Y
37,No,Unknown,654.8492063492064,5,2,medical,879,4,M,3,2, manufacturing director ,4,Unknown,5289.17,13751.83,7,no,16,3.0,3,Unknown,2,8.0,2,2.0,6,0,4,63470.04,Y
23,No,Unknown,299.61904761904765,26,1,Unknown,880,3,M,3,1, research scientist ,4,Unknown,2420.0,6292.0,1,Unknown,12,3.0,3,Full Time,2,Unknown,2,2.0,4,0,2,29040.0,N
42,No,travel_rarely,278.1587301587302,2,1,Unknown,881,3,M,3,1, human resources ,3,divorced,2246.67,5841.33,0,yes,11,3.0,3,Unknown,1,4.0,5,3.0,3,1,0,26960.04,N
30,No,Unknown,556.2566609977324,25,2,Unknown,882,4,F,3,2, sales executive ,3,Unknown,4492.84,11681.39,7,Unknown,12,3.0,2,Unknown,1,4.0,2,4.0,2,2,2,53914.08,N
21,Yes,Unknown,224.3015873015873,31,1,Unknown,883,1,F,2,1, sales representative ,2,single,1811.67,4710.33,1,Unknown,11,3.0,3,Part Time,0,3.0,3,3.0,3,1,2,21740.0,Y
57,No,travel_rarely,696.9444444444445,1,4,medical,884,4,M,3,2, healthcare representative ,3,Unknown,5629.17,14635.83,2,no,11,3.0,3,Unknown,0,Unknown,2,3.0,3,1,2,67550.04,Y
21,No,Unknown,290.03550973654063,9,2,Unknown,885,1,M,3,1, sales representative ,4,single,2342.59,6090.75,1,Unknown,24,4.0,3,Unknown,0,3.0,3,2.0,3,2,2,28111.13,Y
31,No,travel_rarely,274.13492063492066,9,4,life sciences,886,3,M,2,1, research scientist ,2,Unknown,2214.17,5756.83,0,Unknown,16,3.0,4,Part Time,0,3.0,5,3.0,2,2,2,26570.0,Y
29,No,Unknown,290.03550973654063,17,3,Unknown,887,17,M,3,1, research scientist ,4,Unknown,2342.59,6090.75,9,no,16,3.0,4,Part Time,0,6.0,4,3.0,3,1,2,28111.13,N
27,No,travel_rarely,290.03550973654063,1,2,Unknown,888,4,M,3,1, laboratory technician ,2,Unknown,2342.59,6090.75,1,no,11,3.0,2,Part Time,1,5.0,2,3.0,5,0,4,28111.13,Y
49,No,travel_rarely,1131.309523809524,7,3,other,889,2,M,2,3, healthcare representative ,3,single,9137.5,23757.5,8,no,24,4.0,3,Full Time,0,Unknown,2,3.0,5,0,0,109650.0,Y
36,No,travel_rarely,262.3730158730159,2,3,Unknown,890,4,F,3,1, research scientist ,3,married,2119.17,5509.83,4,no,13,3.0,2,Part Time,1,Unknown,3,3.0,2,2,2,25430.0,Y
34,Yes,non_travel,547.2380952380953,19,3,marketing,891,1,M,4,2, sales executive ,4,Unknown,4420.0,11492.0,8,yes,13,3.0,2,Part Time,0,Unknown,3,2.0,5,0,4,53040.0,Y
24,No,Unknown,556.2566609977324,10,4,marketing,892,4,F,3,2, sales executive ,3,divorced,4492.84,11681.39,1,yes,12,3.0,4,Part Time,1,Unknown,2,4.0,5,0,3,53914.11,Y
42,No,Unknown,290.03550973654063,1,4,Unknown,893,2,F,3,1, laboratory technician ,1,Unknown,2342.59,6090.75,3,no,16,3.0,2,Part Time,1,8.0,5,3.0,5,1,2,28111.13,Y
54,No,Unknown,2002.2063492063487,5,2,medical,894,1,M,3,5, research director ,1,married,16171.67,42046.33,4,Unknown,11,3.0,3,Full Time,1,24.0,4,2.0,4,1,2,194060.0,N
34,No,Unknown,674.5555555555557,4,4,Unknown,895,3,F,3,2, sales executive ,3,married,5448.33,14165.67,9,no,15,3.0,1,Full Time,1,Unknown,3,3.0,3,1,2,65380.0,Y
43,No,Unknown,232.968253968254,21,3,Unknown,896,4,M,3,1, laboratory technician ,4,Unknown,1881.67,4892.33,7,Unknown,20,4.0,1,Unknown,1,Unknown,1,3.0,3,1,2,22580.04,Y
43,No,travel_rarely,556.2566609977324,8,4,other,897,3,F,3,2, healthcare representative ,3,Unknown,4492.84,11681.39,4,yes,14,3.0,4,Part Time,0,Unknown,3,3.0,5,0,2,53914.11,Y
31,No,travel_rarely,228.84126984126985,1,2,Unknown,898,4,M,2,1, laboratory technician ,1,married,1848.33,4805.67,1,no,12,3.0,3,Part Time,1,4.0,3,Unknown,4,3,2,22180.0,N
25,Yes,travel_rarely,290.03550973654063,3,3,medical,899,1,M,3,1, laboratory technician ,1,married,2342.59,6090.75,5,no,13,3.0,3,Part Time,1,6.0,5,Unknown,2,0,2,28111.13,Y
45,No,Unknown,273.8253968253968,10,2,life sciences,900,1,M,3,1, research scientist ,4,married,2211.67,5750.33,3,no,21,3.0,4,Part Time,2,8.0,3,2.0,2,0,2,26540.0,Y
52,No,travel_rarely,1582.7713464696226,4,2,life sciences,901,4,F,3,4, manager ,4,married,12783.92,33238.2,2,no,13,3.0,4,Full Time,0,31.0,2,1.0,5,1,4,153407.07,N
